DZ22_Code,DZ22_Name,IZ22_Code,IZ22_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01014514,Gorgie West - 05,S02002692,Gorgie West,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014515,Gorgie West - 06,S02002692,Gorgie West,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014516,Gorgie West - 07,S02002692,Gorgie West,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014517,Gorgie East - 01,S02002693,Gorgie East,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014518,Gorgie East - 02,S02002693,Gorgie East,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014519,Gorgie East - 03,S02002693,Gorgie East,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014520,Gorgie East - 04,S02002693,Gorgie East,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014521,Gorgie East - 05,S02002693,Gorgie East,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014522,Shandon - 01,S02002694,Shandon,S13002925,Sighthill/Gorgie,S12000036,City of Edinburgh,S16000104,Edinburgh Central,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014523,Shandon - 02,S02002694,Shandon,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014524,Shandon - 03,S02002694,Shandon,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014525,Shandon - 04,S02002694,Shandon,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014526,Shandon - 05,S02002694,Shandon,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014527,Shandon - 06,S02002694,Shandon,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014528,Craiglockhart - 01,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014529,Craiglockhart - 02,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014530,Craiglockhart - 03,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014531,Craiglockhart - 04,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014532,Craiglockhart - 05,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014533,Craiglockhart - 06,S02002695,Craiglockhart,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014534,Morningside West and Craighouse - 01,S02002696,Morningside West and Craighouse,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014535,Morningside West and Craighouse - 02,S02002696,Morningside West and Craighouse,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014536,Morningside West and Craighouse - 03,S02002696,Morningside West and Craighouse,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014537,Morningside West and Craighouse - 04,S02002696,Morningside West and Craighouse,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014538,Morningside West and Craighouse - 05,S02002696,Morningside West and Craighouse,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014539,Greenbank and The Braids - 01,S02002697,Greenbank and The Braids,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014540,Greenbank and The Braids - 02,S02002697,Greenbank and The Braids,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014541,Greenbank and The Braids - 03,S02002697,Greenbank and The Braids,S13002928,Morningside,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014542,Greenbank and The Braids - 04,S02002697,Greenbank and The Braids,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014543,Greenbank and The Braids - 05,S02002697,Greenbank and The Braids,S13002927,Fountainbridge/Craiglockhart,S12000036,City of Edinburgh,S16000108,Edinburgh Southern,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014544,Colinton Mains and Firrhill - 01,S02002698,Colinton Mains and Firrhill,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014545,Colinton Mains and Firrhill - 02,S02002698,Colinton Mains and Firrhill,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014546,Colinton Mains and Firrhill - 03,S02002698,Colinton Mains and Firrhill,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014547,Colinton Mains and Firrhill - 04,S02002698,Colinton Mains and Firrhill,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014548,Colinton Mains and Firrhill - 05,S02002698,Colinton Mains and Firrhill,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014549,Oxgangs - 01,S02002699,Oxgangs,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014550,Oxgangs - 02,S02002699,Oxgangs,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014551,Oxgangs - 03,S02002699,Oxgangs,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014552,Oxgangs - 04,S02002699,Oxgangs,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014553,Comiston and Swanston - 01,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014554,Comiston and Swanston - 02,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014555,Comiston and Swanston - 03,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014556,Comiston and Swanston - 04,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014557,Comiston and Swanston - 05,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000081,Edinburgh South West,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014558,Comiston and Swanston - 06,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014559,Comiston and Swanston - 07,S02002700,Comiston and Swanston,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014560,Comiston and Swanston - 08,S02002700,Comiston and Swanston,S13002928,Morningside,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014561,Fairmilehead - 01,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014562,Fairmilehead - 02,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014563,Fairmilehead - 03,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014564,Fairmilehead - 04,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014565,Fairmilehead - 05,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014566,Fairmilehead - 06,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014567,Fairmilehead - 07,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014568,Fairmilehead - 08,S02002701,Fairmilehead,S13002926,Colinton/Fairmilehead,S12000036,City of Edinburgh,S16000107,Edinburgh Pentlands,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014569,Gilmerton South and the Murrays - 01,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014570,Gilmerton South and the Murrays - 02,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014571,Gilmerton South and the Murrays - 03,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014572,Gilmerton South and the Murrays - 04,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014573,Gilmerton South and the Murrays - 05,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01014574,Gilmerton South and the Murrays - 06,S02002702,Gilmerton South and the Murrays,S13002934,Liberton/Gilmerton,S12000036,City of Edinburgh,S16000105,Edinburgh Eastern,S14000080,Edinburgh South,S08000024,Lothian,S37000012,Edinburgh,S32000006,Edinburgh,S39000009,City of Edinburgh,S40000004,East,S43000004,East,S42000009,Lothian and Borders,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
