DZ22_Code,DZ22_Name,IZ22_Code,IZ22_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01013482,Culter - 01,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013483,Culter - 02,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013484,Culter - 03,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013485,Culter - 04,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013486,Culter - 05,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013487,Culter - 06,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013488,Culter - 07,S02002515,Culter,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01013489,"Cults, Bieldside and Milltimber West - 01",S02002516,"Cults, Bieldside and Milltimber West",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013490,"Cults, Bieldside and Milltimber West - 02",S02002516,"Cults, Bieldside and Milltimber West",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013491,"Cults, Bieldside and Milltimber West - 03",S02002516,"Cults, Bieldside and Milltimber West",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013492,"Cults, Bieldside and Milltimber West - 04",S02002516,"Cults, Bieldside and Milltimber West",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013493,"Cults, Bieldside and Milltimber West - 05",S02002516,"Cults, Bieldside and Milltimber West",S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01013494,"Cults, Bieldside and Milltimber West - 06",S02002516,"Cults, Bieldside and Milltimber West",S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,2,Rural Scotland,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural,S92000003,Scotland
S01013495,"Cults, Bieldside and Milltimber East - 01",S02002517,"Cults, Bieldside and Milltimber East",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013496,"Cults, Bieldside and Milltimber East - 02",S02002517,"Cults, Bieldside and Milltimber East",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013497,"Cults, Bieldside and Milltimber East - 03",S02002517,"Cults, Bieldside and Milltimber East",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013498,"Cults, Bieldside and Milltimber East - 04",S02002517,"Cults, Bieldside and Milltimber East",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013499,"Cults, Bieldside and Milltimber Central - 01",S02002518,"Cults, Bieldside and Milltimber Central",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013500,"Cults, Bieldside and Milltimber Central - 02",S02002518,"Cults, Bieldside and Milltimber Central",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013501,"Cults, Bieldside and Milltimber Central - 03",S02002518,"Cults, Bieldside and Milltimber Central",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013502,"Cults, Bieldside and Milltimber Central - 04",S02002518,"Cults, Bieldside and Milltimber Central",S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013503,Garthdee - 01,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013504,Garthdee - 02,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013505,Garthdee - 03,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013506,Garthdee - 04,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013507,Garthdee - 05,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013508,Garthdee - 06,S02002519,Garthdee,S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013509,"Braeside, Mannofield, Broomhill and Seafield East - 01",S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000074,Aberdeen Central,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013510,"Braeside, Mannofield, Broomhill and Seafield East - 02",S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013511,"Braeside, Mannofield, Broomhill and Seafield East - 03",S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000074,Aberdeen Central,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013512,"Braeside, Mannofield, Broomhill and Seafield East - 04",S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000074,Aberdeen Central,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013513,"Braeside, Mannofield, Broomhill and Seafield East - 05",S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000074,Aberdeen Central,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013514,"Braeside, Mannofield, Broomhill and Seafield South - 01",S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013515,"Braeside, Mannofield, Broomhill and Seafield South - 02",S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013516,"Braeside, Mannofield, Broomhill and Seafield South - 03",S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013517,"Braeside, Mannofield, Broomhill and Seafield South - 04",S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013518,"Braeside, Mannofield, Broomhill and Seafield South - 05",S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013519,"Braeside, Mannofield, Broomhill and Seafield North - 01",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013520,"Braeside, Mannofield, Broomhill and Seafield North - 02",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013521,"Braeside, Mannofield, Broomhill and Seafield North - 03",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013522,"Braeside, Mannofield, Broomhill and Seafield North - 04",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S13002845,Airyhall/Broomhill/Garthdee,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013523,"Braeside, Mannofield, Broomhill and Seafield North - 05",S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013524,Hazlehead - 01,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013525,Hazlehead - 02,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013526,Hazlehead - 03,S02002523,Hazlehead,S13002843,Lower Deeside,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013527,Hazlehead - 04,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013528,Hazlehead - 05,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013529,Hazlehead - 06,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013530,Hazlehead - 07,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013531,Hazlehead - 08,S02002523,Hazlehead,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013532,Summerhill - 01,S02002524,Summerhill,S13002844,Hazlehead/Queens Cross/Countesswells,S12000033,Aberdeen City,S16000076,Aberdeen South and North Kincardine,S14000061,Aberdeen South,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013533,Summerhill - 02,S02002524,Summerhill,S13002837,Kingswells/Sheddocksley/Summerhill,S12000033,Aberdeen City,S16000075,Aberdeen Donside,S14000060,Aberdeen North,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013534,Summerhill - 03,S02002524,Summerhill,S13002837,Kingswells/Sheddocksley/Summerhill,S12000033,Aberdeen City,S16000075,Aberdeen Donside,S14000060,Aberdeen North,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013535,Summerhill - 04,S02002524,Summerhill,S13002837,Kingswells/Sheddocksley/Summerhill,S12000033,Aberdeen City,S16000075,Aberdeen Donside,S14000060,Aberdeen North,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013536,Summerhill - 05,S02002524,Summerhill,S13002837,Kingswells/Sheddocksley/Summerhill,S12000033,Aberdeen City,S16000075,Aberdeen Donside,S14000060,Aberdeen North,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
S01013537,Midstocket - 01,S02002525,Midstocket,S13002841,Midstocket/Rosemount,S12000033,Aberdeen City,S16000074,Aberdeen Central,S14000060,Aberdeen North,S08000020,Grampian,S37000001,Aberdeen City,S32000015,North East,S39000023,"Aberdeen City, Aberdeenshire and Moray",S40000005,North,S43000005,North,S42000012,Grampian,1,Rest of Scotland,1,Rest of Scotland,1,Large Urban Areas,1,Large Urban Areas,S92000003,Scotland
